Order_ID,Component_ID,Vendor_ID,Route_ID,Order_Date,Contractual_Delivery_Date,Actual_Delivery_Date,Delivered_Qty,Ordered_Qty,Price_per_Unit,Actual_Lead_Days,Committed_Lead_Days,Shortfall,Shortfall_flag,Delay_Indicator
O1660,C03,V011,R023,10-11-2024,20-11-2024,06-11-2024,245,750,88,-4,10,505,1,0
O1661,C05,V005,R013,12-10-2024,18-10-2024,23-11-2024,50,750,37,42,6,700,1,1
O1662,C05,V015,R005,15-10-2024,12-11-2024,30-10-2024,733,750,37,15,28,17,1,0
O1663,C02,V010,R009,04-11-2024,07-11-2024,10-11-2024,210,308,12.75,6,3,98,1,1
O1664,C04,V015,R025,01-10-2024,12-11-2024,06-11-2024,50,405,65.2,36,42,355,1,0
O1665,C03,V010,R003,05-10-2024,28-10-2024,20-11-2024,50,162,88,46,23,112,1,1
O1666,C02,V009,R014,20-10-2024,04-11-2024,29-10-2024,50,237,12.75,9,15,187,1,0
O1667,C03,V003,R029,10-11-2024,20-11-2024,19-11-2024,50,750,88,9,10,700,1,0
O1668,C02,V014,R013,20-10-2024,06-11-2024,23-11-2024,50,296,12.75,34,17,246,1,1
O1669,C05,V013,R011,10-11-2024,16-11-2024,10-11-2024,69,329,37,0,6,260,1,0
O1670,C02,V002,R017,20-10-2024,28-10-2024,18-11-2024,50,263,12.75,29,8,213,1,1
O1671,C01,V015,R002,10-11-2024,15-11-2024,18-11-2024,210,287,25.5,8,5,77,1,1
O1672,C02,V013,R020,15-10-2024,30-10-2024,05-11-2024,50,415,12.75,21,15,365,1,1
O1673,C05,V006,R006,01-10-2024,07-11-2024,05-11-2024,313,392,37,35,37,79,1,0
O1674,C03,V003,R018,18-10-2024,20-11-2024,28-10-2024,50,70,88,10,33,20,1,0
O1675,C04,V011,R012,01-10-2024,06-11-2024,23-11-2024,50,101,65.2,53,36,51,1,1
O1676,C05,V005,R028,15-10-2024,21-11-2024,29-10-2024,90,283,37,14,37,193,1,0
O1677,C02,V013,R002,10-11-2024,20-11-2024,19-11-2024,189,497,12.75,9,10,308,1,0
O1678,C04,V008,R003,10-11-2024,20-11-2024,18-11-2024,50,750,65.2,8,10,700,1,0
O1679,C02,V007,R023,15-10-2024,04-11-2024,10-11-2024,50,50,12.75,26,20,0,0,1
O1680,C05,V006,R027,05-10-2024,28-10-2024,30-10-2024,50,397,37,25,23,347,1,1
O1681,C02,V001,R016,15-10-2024,04-11-2024,10-11-2024,54,219,12.75,26,20,165,1,1
O1682,C03,V003,R016,10-11-2024,20-11-2024,19-11-2024,50,155,88,9,10,105,1,0
O1683,C05,V010,R009,28-10-2024,07-11-2024,05-11-2024,270,708,37,8,10,438,1,0
O1684,C02,V011,R024,05-11-2024,15-11-2024,29-10-2024,50,100,12.75,-7,10,50,1,0
O1685,C02,V010,R012,24-10-2024,30-10-2024,29-10-2024,191,320,12.75,5,6,129,1,0
O1686,C03,V002,R022,05-10-2024,21-11-2024,28-10-2024,225,302,88,23,47,77,1,0
O1687,C03,V003,R023,10-10-2024,20-11-2024,19-11-2024,50,287,88,40,41,237,1,0
O1688,C01,V012,R007,28-10-2024,15-11-2024,23-11-2024,50,246,25.5,26,18,196,1,1
O1689,C01,V008,R016,04-11-2024,15-11-2024,16-11-2024,50,750,25.5,12,11,700,1,1
O1690,C02,V009,R007,01-11-2024,04-11-2024,16-11-2024,239,286,12.75,15,3,47,1,1
O1691,C05,V014,R017,01-11-2024,16-11-2024,20-11-2024,50,300,37,19,15,250,1,1
O1692,C02,V014,R021,25-10-2024,07-11-2024,20-11-2024,50,235,12.75,26,13,185,1,1
O1693,C05,V009,R007,01-10-2024,28-10-2024,28-10-2024,50,273,37,27,27,223,1,1
O1694,C02,V010,R008,10-10-2024,12-11-2024,20-11-2024,186,330,12.75,41,33,144,1,1
O1695,C05,V010,R010,12-10-2024,04-11-2024,17-11-2024,235,750,37,36,23,515,1,1
O1696,C01,V012,R013,10-10-2024,28-10-2024,25-10-2024,50,133,25.5,15,18,83,1,0
O1697,C02,V010,R010,12-10-2024,04-11-2024,30-10-2024,51,578,12.75,18,23,527,1,0
O1698,C05,V012,R019,24-10-2024,20-11-2024,19-11-2024,146,263,37,26,27,117,1,0
O1699,C04,V004,R019,28-10-2024,04-11-2024,16-11-2024,276,517,65.2,19,7,241,1,1
O1700,C05,V010,R028,05-11-2024,15-11-2024,29-10-2024,59,135,37,-7,10,76,1,0
O1701,C05,V014,R025,12-10-2024,20-11-2024,17-11-2024,509,750,37,36,39,241,1,0
O1702,C02,V008,R026,05-10-2024,12-11-2024,06-11-2024,110,266,12.75,32,38,156,1,0
O1703,C02,V010,R020,20-10-2024,04-11-2024,30-10-2024,50,385,12.75,10,15,335,1,0
O1704,C05,V005,R014,20-10-2024,20-11-2024,28-10-2024,65,728,37,8,31,663,1,0
O1705,C01,V013,R017,20-10-2024,16-11-2024,19-11-2024,104,327,25.5,30,27,223,1,1
O1706,C04,V004,R029,15-11-2024,16-11-2024,10-11-2024,135,750,65.2,-5,1,615,1,0
O1707,C05,V010,R011,12-10-2024,28-10-2024,30-10-2024,188,319,37,18,16,131,1,1
O1708,C04,V012,R014,10-11-2024,20-11-2024,19-11-2024,50,750,65.2,9,10,700,1,0
O1709,C01,V009,R028,20-10-2024,04-11-2024,29-10-2024,50,369,25.5,9,15,319,1,0
O1710,C02,V005,R030,28-10-2024,30-10-2024,18-11-2024,50,178,12.75,21,2,128,1,1
O1711,C03,V014,R029,15-11-2024,16-11-2024,30-10-2024,365,612,88,-16,1,247,1,0
O1712,C05,V014,R030,12-10-2024,30-10-2024,17-11-2024,651,750,37,36,18,99,1,1
O1713,C03,V004,R019,10-10-2024,20-11-2024,10-11-2024,158,220,88,31,41,62,1,0
O1714,C05,V006,R024,01-10-2024,06-11-2024,20-11-2024,50,375,37,50,36,325,1,1
O1715,C03,V008,R001,04-11-2024,20-11-2024,20-11-2024,50,50,88,16,16,0,0,1
O1716,C01,V008,R003,04-11-2024,20-11-2024,06-11-2024,50,228,25.5,2,16,178,1,0
O1717,C03,V002,R014,05-11-2024,20-11-2024,10-11-2024,50,322,88,5,15,272,1,0
O1718,C01,V001,R001,04-11-2024,21-11-2024,02-11-2024,50,345,25.5,-2,17,295,1,0
O1719,C01,V014,R024,10-10-2024,15-11-2024,16-11-2024,125,294,25.5,37,36,169,1,1
O1720,C05,V014,R010,12-10-2024,28-10-2024,18-11-2024,482,750,37,37,16,268,1,1
O1721,C03,V006,R014,15-10-2024,28-10-2024,17-11-2024,181,750,88,33,13,569,1,1
O1722,C03,V005,R028,10-10-2024,06-11-2024,16-11-2024,212,369,88,37,27,157,1,1
O1723,C05,V008,R001,01-10-2024,06-11-2024,17-11-2024,314,384,37,47,36,70,1,1
O1724,C02,V015,R027,20-10-2024,12-11-2024,16-11-2024,87,199,12.75,27,23,112,1,1
O1725,C05,V003,R027,10-11-2024,21-11-2024,25-10-2024,89,94,37,-16,11,5,1,0
O1726,C04,V007,R012,01-11-2024,04-11-2024,29-10-2024,102,447,65.2,-3,3,345,1,0
O1727,C01,V009,R006,10-11-2024,21-11-2024,23-11-2024,50,112,25.5,13,11,62,1,1
O1728,C05,V012,R006,24-10-2024,06-11-2024,28-10-2024,50,340,37,4,13,290,1,0
O1729,C05,V006,R006,24-10-2024,20-11-2024,17-11-2024,50,258,37,24,27,208,1,0
O1730,C05,V004,R030,15-10-2024,16-11-2024,05-11-2024,202,750,37,21,32,548,1,0
O1731,C02,V007,R020,01-11-2024,15-11-2024,29-10-2024,136,356,12.75,-3,14,220,1,0
O1732,C01,V009,R021,24-10-2024,20-11-2024,25-10-2024,94,403,25.5,1,27,309,1,0
O1733,C02,V008,R008,12-10-2024,28-10-2024,10-11-2024,50,340,12.75,29,16,290,1,1
O1734,C05,V012,R016,15-10-2024,04-11-2024,16-11-2024,181,425,37,32,20,244,1,1
O1735,C03,V006,R025,15-10-2024,28-10-2024,23-11-2024,90,435,88,39,13,345,1,1
O1736,C05,V015,R030,12-10-2024,15-11-2024,23-11-2024,120,750,37,42,34,630,1,1
O1737,C03,V002,R001,15-10-2024,20-11-2024,25-10-2024,50,308,88,10,36,258,1,0
O1738,C03,V006,R024,04-11-2024,06-11-2024,19-11-2024,50,50,88,15,2,0,0,1
O1739,C05,V006,R020,25-10-2024,15-11-2024,02-11-2024,53,104,37,8,21,51,1,0
O1740,C04,V015,R019,15-10-2024,30-10-2024,30-10-2024,252,344,65.2,15,15,92,1,1
O1741,C02,V014,R026,05-10-2024,18-10-2024,29-10-2024,50,750,12.75,24,13,700,1,1
O1742,C05,V004,R005,15-10-2024,28-10-2024,17-11-2024,306,687,37,33,13,381,1,1
O1743,C03,V001,R029,10-10-2024,21-11-2024,20-11-2024,50,157,88,41,42,107,1,0
O1744,C03,V004,R015,10-10-2024,20-11-2024,20-11-2024,50,387,88,41,41,337,1,1
O1745,C04,V010,R023,15-10-2024,06-11-2024,23-11-2024,300,344,65.2,39,22,44,1,1
O1746,C02,V004,R007,12-10-2024,15-10-2024,16-11-2024,409,423,12.75,35,3,14,1,1
O1747,C04,V009,R002,12-10-2024,15-11-2024,18-11-2024,50,580,65.2,37,34,530,1,1
O1748,C02,V015,R009,01-10-2024,04-11-2024,20-11-2024,203,383,12.75,50,34,180,1,1
O1749,C05,V008,R030,10-10-2024,28-10-2024,05-11-2024,139,395,37,26,18,256,1,1
O1750,C05,V010,R007,25-10-2024,15-11-2024,10-11-2024,50,150,37,16,21,100,1,0
O1751,C03,V008,R004,01-10-2024,21-11-2024,28-10-2024,50,280,88,27,51,230,1,0
O1752,C05,V015,R008,12-10-2024,12-11-2024,30-10-2024,50,179,37,18,31,129,1,0
O1753,C02,V005,R023,01-11-2024,12-11-2024,18-11-2024,50,365,12.75,17,11,315,1,1
O1754,C03,V008,R002,12-10-2024,18-10-2024,30-10-2024,50,215,88,18,6,165,1,1
O1755,C05,V001,R001,04-11-2024,16-11-2024,06-11-2024,474,664,37,2,12,190,1,0
O1756,C04,V003,R004,10-11-2024,20-11-2024,16-11-2024,231,750,65.2,6,10,519,1,0
O1757,C01,V009,R002,18-10-2024,04-11-2024,16-11-2024,50,183,25.5,29,17,133,1,1
O1758,C02,V001,R007,01-11-2024,21-11-2024,29-10-2024,50,305,12.75,-3,20,255,1,0
O1759,C02,V004,R025,15-10-2024,04-11-2024,29-10-2024,50,204,12.75,14,20,154,1,0
O1760,C05,V014,R010,01-10-2024,28-10-2024,06-11-2024,50,288,37,36,27,238,1,1
O1761,C03,V013,R004,18-10-2024,20-11-2024,25-10-2024,76,277,88,7,33,201,1,0
O1762,C02,V011,R019,01-10-2024,18-10-2024,10-11-2024,108,242,12.75,40,17,134,1,1
O1763,C04,V010,R003,20-10-2024,28-10-2024,10-11-2024,50,750,65.2,21,8,700,1,1
O1764,C04,V014,R014,12-10-2024,16-11-2024,19-11-2024,50,715,65.2,38,35,665,1,1
O1765,C05,V005,R003,15-11-2024,16-11-2024,30-10-2024,66,750,37,-16,1,684,1,0
O1766,C02,V006,R017,25-10-2024,07-11-2024,29-10-2024,158,394,12.75,4,13,236,1,0
O1767,C02,V008,R016,15-11-2024,21-11-2024,23-11-2024,187,368,12.75,8,6,181,1,1
O1768,C05,V001,R021,01-11-2024,07-11-2024,05-11-2024,124,140,37,4,6,16,1,0
O1769,C02,V002,R030,20-10-2024,04-11-2024,10-11-2024,50,411,12.75,21,15,361,1,1
O1770,C05,V005,R007,12-10-2024,06-11-2024,10-11-2024,113,558,37,29,25,445,1,1
O1771,C01,V003,R004,25-10-2024,28-10-2024,30-10-2024,50,84,25.5,5,3,34,1,1
O1772,C04,V008,R016,05-11-2024,20-11-2024,06-11-2024,144,300,65.2,1,15,156,1,0
O1773,C03,V008,R009,24-10-2024,20-11-2024,28-10-2024,86,251,88,4,27,165,1,0
O1774,C03,V001,R021,25-10-2024,28-10-2024,10-11-2024,181,638,88,16,3,457,1,1
O1775,C05,V015,R017,15-10-2024,02-11-2024,17-11-2024,116,746,37,33,18,630,1,1
O1776,C02,V003,R017,20-10-2024,15-11-2024,06-11-2024,50,307,12.75,17,26,257,1,0
O1777,C01,V008,R026,05-10-2024,15-11-2024,06-11-2024,131,217,25.5,32,41,86,1,0
O1778,C02,V006,R029,05-10-2024,21-11-2024,18-11-2024,220,257,12.75,44,47,37,1,0
O1779,C01,V002,R022,01-11-2024,21-11-2024,23-11-2024,50,419,25.5,22,20,369,1,1
O1780,C04,V005,R024,01-10-2024,12-11-2024,30-10-2024,50,295,65.2,29,42,245,1,0
O1781,C03,V015,R002,10-11-2024,20-11-2024,23-11-2024,143,282,88,13,10,139,1,1
O1782,C03,V005,R030,10-11-2024,20-11-2024,28-10-2024,50,50,88,-13,10,0,0,0
O1783,C05,V012,R007,25-10-2024,15-11-2024,10-11-2024,150,189,37,16,21,39,1,0
O1784,C04,V013,R014,15-10-2024,20-11-2024,05-11-2024,454,705,65.2,21,36,251,1,0
O1785,C02,V010,R009,01-11-2024,02-11-2024,29-10-2024,152,299,12.75,-3,1,147,1,0
O1786,C04,V012,R014,05-10-2024,02-11-2024,28-10-2024,50,263,65.2,23,28,213,1,0
O1787,C04,V012,R009,18-10-2024,07-11-2024,06-11-2024,50,271,65.2,19,20,221,1,0
O1788,C02,V010,R002,20-10-2024,04-11-2024,16-11-2024,50,446,12.75,27,15,396,1,1
O1789,C05,V003,R001,05-10-2024,18-10-2024,29-10-2024,159,342,37,24,13,183,1,1
O1790,C02,V006,R018,18-10-2024,21-11-2024,23-11-2024,111,178,12.75,36,34,67,1,1
O1791,C05,V009,R004,20-10-2024,04-11-2024,02-11-2024,168,574,37,13,15,406,1,0
O1792,C03,V004,R004,12-10-2024,30-10-2024,10-11-2024,50,287,88,29,18,237,1,1
O1793,C04,V011,R019,20-10-2024,16-11-2024,05-11-2024,50,51,65.2,16,27,1,1,0
O1794,C04,V002,R001,18-10-2024,20-11-2024,29-10-2024,92,294,65.2,11,33,202,1,0
O1795,C04,V004,R015,20-10-2024,15-11-2024,05-11-2024,79,342,65.2,16,26,263,1,0
O1796,C05,V004,R011,12-10-2024,15-10-2024,16-11-2024,286,573,37,35,3,287,1,1
O1797,C03,V002,R018,12-10-2024,20-11-2024,19-11-2024,142,218,88,38,39,76,1,0
O1798,C01,V015,R004,20-10-2024,21-11-2024,16-11-2024,50,716,25.5,27,32,666,1,0
O1799,C04,V010,R026,12-10-2024,06-11-2024,17-11-2024,50,214,65.2,36,25,164,1,1
O1800,C05,V015,R029,12-10-2024,20-11-2024,06-11-2024,641,750,37,25,39,109,1,0
O1801,C03,V002,R028,05-10-2024,20-11-2024,02-11-2024,241,260,88,28,46,19,1,0
O1802,C05,V008,R022,05-10-2024,15-11-2024,10-11-2024,50,249,37,36,41,199,1,0
O1803,C02,V002,R028,01-11-2024,04-11-2024,10-11-2024,318,489,12.75,9,3,171,1,1
O1804,C04,V014,R014,24-10-2024,28-10-2024,18-11-2024,256,695,65.2,25,4,439,1,1
O1805,C02,V008,R017,15-10-2024,06-11-2024,10-11-2024,50,253,12.75,26,22,203,1,1
O1806,C05,V005,R005,15-11-2024,20-11-2024,18-11-2024,750,750,37,3,5,0,0,0
O1807,C05,V015,R029,28-10-2024,30-10-2024,05-11-2024,203,750,37,8,2,547,1,1
O1808,C05,V015,R019,15-10-2024,18-10-2024,10-11-2024,233,281,37,26,3,48,1,1
O1809,C05,V003,R016,01-10-2024,30-10-2024,02-11-2024,50,50,37,32,29,0,0,1
O1810,C02,V004,R011,05-10-2024,04-11-2024,23-11-2024,50,236,12.75,49,30,186,1,1
O1811,C02,V002,R013,20-10-2024,06-11-2024,16-11-2024,50,215,12.75,27,17,165,1,1
O1812,C04,V012,R020,28-10-2024,21-11-2024,20-11-2024,50,261,65.2,23,24,211,1,0
O1813,C04,V005,R011,15-10-2024,04-11-2024,10-11-2024,84,558,65.2,26,20,474,1,1
O1814,C02,V015,R018,18-10-2024,15-11-2024,18-11-2024,273,321,12.75,31,28,48,1,1
O1815,C05,V007,R022,01-10-2024,18-10-2024,23-11-2024,50,356,37,53,17,306,1,1
O1816,C01,V001,R020,01-10-2024,04-11-2024,16-11-2024,50,78,25.5,46,34,28,1,1
O1817,C01,V006,R003,15-10-2024,15-11-2024,06-11-2024,356,750,25.5,22,31,394,1,0
O1818,C01,V007,R003,01-11-2024,21-11-2024,02-11-2024,89,240,25.5,1,20,151,1,0
O1819,C04,V013,R006,10-10-2024,28-10-2024,10-11-2024,50,200,65.2,31,18,150,1,1
O1820,C05,V003,R023,10-11-2024,12-11-2024,19-11-2024,50,750,37,9,2,700,1,1
O1821,C02,V007,R028,28-10-2024,07-11-2024,30-10-2024,50,306,12.75,2,10,256,1,0
O1822,C01,V006,R027,10-11-2024,20-11-2024,20-11-2024,176,565,25.5,10,10,389,1,1
O1823,C05,V007,R017,12-10-2024,15-11-2024,16-11-2024,152,750,37,35,34,598,1,1
O1824,C05,V001,R030,12-10-2024,30-10-2024,10-11-2024,50,238,37,29,18,188,1,1
O1825,C05,V007,R021,15-10-2024,02-11-2024,06-11-2024,317,339,37,22,18,22,1,1
O1826,C02,V013,R002,28-10-2024,15-11-2024,05-11-2024,170,300,12.75,8,18,130,1,0
O1827,C04,V004,R029,28-10-2024,30-10-2024,30-10-2024,174,750,65.2,2,2,576,1,1
O1828,C05,V005,R030,15-10-2024,20-11-2024,18-11-2024,50,750,37,34,36,700,1,0
O1829,C05,V014,R006,15-11-2024,20-11-2024,16-11-2024,568,750,37,1,5,182,1,0
O1830,C05,V006,R016,04-11-2024,20-11-2024,17-11-2024,50,750,37,13,16,700,1,0
O1831,C02,V008,R011,12-10-2024,06-11-2024,28-10-2024,167,285,12.75,16,25,118,1,0
O1832,C01,V004,R030,10-10-2024,16-11-2024,16-11-2024,50,321,25.5,37,37,271,1,1
O1833,C05,V009,R024,28-10-2024,04-11-2024,23-11-2024,110,314,37,26,7,204,1,1
O1834,C02,V011,R005,01-11-2024,12-11-2024,05-11-2024,73,346,12.75,4,11,273,1,0
O1835,C01,V006,R014,28-10-2024,12-11-2024,25-10-2024,351,450,25.5,-3,15,99,1,0
O1836,C05,V010,R003,01-11-2024,12-11-2024,30-10-2024,402,750,37,-2,11,348,1,0
O1837,C05,V007,R006,01-10-2024,18-10-2024,16-11-2024,67,750,37,46,17,683,1,1
O1838,C03,V005,R011,12-10-2024,15-10-2024,29-10-2024,50,66,88,17,3,16,1,1
O1839,C01,V002,R011,25-10-2024,21-11-2024,23-11-2024,50,58,25.5,29,27,8,1,1
O1840,C04,V005,R014,15-10-2024,12-11-2024,05-11-2024,132,212,65.2,21,28,80,1,0
O1841,C05,V004,R024,12-10-2024,16-11-2024,23-11-2024,273,548,37,42,35,275,1,1
O1842,C02,V004,R001,01-11-2024,06-11-2024,10-11-2024,90,402,12.75,9,5,312,1,1
O1843,C05,V014,R017,25-10-2024,16-11-2024,17-11-2024,50,278,37,23,22,228,1,1
O1844,C02,V015,R014,01-11-2024,15-11-2024,10-11-2024,82,323,12.75,9,14,241,1,0
O1845,C05,V015,R029,15-10-2024,20-11-2024,05-11-2024,50,591,37,21,36,541,1,0
O1846,C05,V015,R029,28-10-2024,30-10-2024,23-11-2024,553,750,37,26,2,197,1,1
O1847,C02,V011,R016,01-11-2024,21-11-2024,25-10-2024,50,196,12.75,-7,20,146,1,0
O1848,C02,V014,R013,24-10-2024,30-10-2024,25-10-2024,113,187,12.75,1,6,74,1,0
O1849,C03,V008,R007,15-10-2024,02-11-2024,23-11-2024,50,171,88,39,18,121,1,1
O1850,C02,V008,R007,01-10-2024,04-11-2024,28-10-2024,50,366,12.75,27,34,316,1,0
O1851,C01,V001,R023,15-11-2024,20-11-2024,19-11-2024,94,284,25.5,4,5,190,1,0
O1852,C02,V001,R024,01-10-2024,12-11-2024,02-11-2024,246,316,12.75,32,42,70,1,0
O1853,C03,V014,R001,24-10-2024,20-11-2024,02-11-2024,134,162,88,9,27,28,1,0
O1854,C03,V012,R001,28-10-2024,30-10-2024,19-11-2024,750,750,88,22,2,0,0,1
O1855,C01,V012,R024,18-10-2024,02-11-2024,20-11-2024,161,285,25.5,33,15,124,1,1
O1856,C01,V003,R026,18-10-2024,20-11-2024,16-11-2024,50,211,25.5,29,33,161,1,0
O1857,C01,V011,R001,24-10-2024,02-11-2024,28-10-2024,50,68,25.5,4,9,18,1,0
O1858,C01,V015,R001,10-11-2024,21-11-2024,02-11-2024,50,587,25.5,-8,11,537,1,0
O1859,C05,V004,R014,25-10-2024,28-10-2024,30-10-2024,126,169,37,5,3,43,1,1
O1860,C03,V009,R028,24-10-2024,30-10-2024,20-11-2024,87,276,88,27,6,189,1,1
O1861,C03,V014,R015,25-10-2024,20-11-2024,30-10-2024,50,715,88,5,26,665,1,0
O1862,C03,V001,R016,10-10-2024,06-11-2024,20-11-2024,100,161,88,41,27,61,1,1
O1863,C05,V010,R019,05-10-2024,15-11-2024,28-10-2024,113,750,37,23,41,637,1,0
O1864,C02,V007,R021,25-10-2024,04-11-2024,16-11-2024,50,284,12.75,22,10,234,1,1
O1865,C03,V006,R021,18-10-2024,20-11-2024,28-10-2024,50,292,88,10,33,242,1,0
O1866,C01,V013,R006,05-11-2024,15-11-2024,25-10-2024,50,188,25.5,-11,10,138,1,0
O1867,C04,V008,R025,15-10-2024,28-10-2024,25-10-2024,50,692,65.2,10,13,642,1,0
O1868,C02,V011,R019,10-11-2024,21-11-2024,25-10-2024,160,189,12.75,-16,11,29,1,0
O1869,C02,V002,R016,20-10-2024,12-11-2024,10-11-2024,71,99,12.75,21,23,28,1,0
O1870,C01,V002,R021,05-10-2024,15-11-2024,29-10-2024,50,262,25.5,24,41,212,1,0
O1871,C01,V001,R016,10-10-2024,20-11-2024,06-11-2024,50,266,25.5,27,41,216,1,0
O1872,C05,V011,R022,15-11-2024,20-11-2024,30-10-2024,534,750,37,-16,5,216,1,0
O1873,C05,V012,R028,25-10-2024,12-11-2024,16-11-2024,453,510,37,22,18,57,1,1
O1874,C01,V001,R006,10-10-2024,15-10-2024,29-10-2024,118,182,25.5,19,5,64,1,1
O1875,C02,V007,R017,01-10-2024,04-11-2024,02-11-2024,50,50,12.75,32,34,0,0,0
O1876,C04,V015,R011,25-10-2024,04-11-2024,02-11-2024,290,313,65.2,8,10,23,1,0
O1877,C01,V011,R028,20-10-2024,06-11-2024,16-11-2024,50,317,25.5,27,17,267,1,1
O1878,C05,V005,R002,15-10-2024,04-11-2024,18-11-2024,208,639,37,34,20,431,1,1
O1879,C02,V011,R002,10-10-2024,12-11-2024,30-10-2024,234,405,12.75,20,33,171,1,0
O1880,C01,V007,R008,01-11-2024,15-11-2024,25-10-2024,137,413,25.5,-7,14,276,1,0
O1881,C03,V012,R027,10-11-2024,20-11-2024,17-11-2024,50,591,88,7,10,541,1,0
O1882,C02,V001,R022,01-11-2024,15-11-2024,29-10-2024,50,368,12.75,-3,14,318,1,0
O1883,C03,V014,R019,10-11-2024,15-11-2024,25-10-2024,61,72,88,-16,5,11,1,0
O1884,C02,V002,R005,01-10-2024,21-11-2024,25-10-2024,67,86,12.75,24,51,19,1,0
O1885,C05,V007,R009,01-11-2024,06-11-2024,25-10-2024,236,242,37,-7,5,6,1,0
O1886,C04,V005,R025,28-10-2024,12-11-2024,19-11-2024,50,457,65.2,22,15,407,1,1
O1887,C02,V011,R020,01-10-2024,04-11-2024,16-11-2024,111,228,12.75,46,34,117,1,1
O1888,C01,V011,R018,28-10-2024,04-11-2024,18-11-2024,117,132,25.5,21,7,15,1,1
O1889,C04,V015,R030,15-10-2024,28-10-2024,18-11-2024,234,750,65.2,34,13,516,1,1
O1890,C01,V012,R012,18-10-2024,20-11-2024,19-11-2024,50,373,25.5,32,33,323,1,0
O1891,C05,V015,R026,15-11-2024,16-11-2024,05-11-2024,111,750,37,-10,1,639,1,0
O1892,C05,V002,R018,01-11-2024,21-11-2024,05-11-2024,50,292,37,4,20,242,1,0
O1893,C04,V004,R020,28-10-2024,12-11-2024,17-11-2024,750,750,65.2,20,15,0,0,1
O1894,C03,V001,R003,28-10-2024,02-11-2024,06-11-2024,50,228,88,9,5,178,1,1
O1895,C01,V008,R021,01-10-2024,15-11-2024,25-10-2024,184,220,25.5,24,45,36,1,0
O1896,C02,V009,R010,01-10-2024,28-10-2024,30-10-2024,50,426,12.75,29,27,376,1,1
O1897,C01,V013,R007,15-10-2024,18-10-2024,10-11-2024,114,193,25.5,26,3,79,1,1
O1898,C05,V006,R020,24-10-2024,30-10-2024,17-11-2024,338,750,37,24,6,412,1,1
O1899,C02,V013,R019,05-10-2024,30-10-2024,05-11-2024,77,281,12.75,31,25,204,1,1
O1900,C01,V008,R002,20-10-2024,02-11-2024,23-11-2024,68,117,25.5,34,13,49,1,1
O1901,C05,V010,R019,28-10-2024,12-11-2024,16-11-2024,286,406,37,19,15,120,1,1
O1902,C03,V012,R010,01-10-2024,04-11-2024,10-11-2024,75,128,88,40,34,53,1,1
O1903,C04,V015,R030,01-11-2024,04-11-2024,18-11-2024,195,527,65.2,17,3,332,1,1
O1904,C02,V004,R023,10-10-2024,07-11-2024,20-11-2024,50,70,12.75,41,28,20,1,1
O1905,C04,V011,R004,20-10-2024,04-11-2024,16-11-2024,83,91,65.2,27,15,8,1,1
O1906,C02,V011,R011,05-10-2024,04-11-2024,16-11-2024,50,272,12.75,42,30,222,1,1
O1907,C05,V003,R014,05-10-2024,28-10-2024,17-11-2024,117,663,37,43,23,546,1,1
O1908,C05,V003,R021,01-10-2024,06-11-2024,25-10-2024,178,197,37,24,36,19,1,0
O1909,C04,V015,R014,01-11-2024,20-11-2024,25-10-2024,50,241,65.2,-7,19,191,1,0
O1910,C03,V002,R012,01-10-2024,28-10-2024,20-11-2024,50,242,88,50,27,192,1,1
O1911,C01,V002,R026,12-10-2024,04-11-2024,05-11-2024,50,281,25.5,24,23,231,1,1
O1912,C03,V001,R022,28-10-2024,16-11-2024,19-11-2024,50,228,88,22,19,178,1,1
O1913,C05,V008,R025,01-11-2024,04-11-2024,10-11-2024,74,315,37,9,3,241,1,1
O1914,C01,V014,R005,05-10-2024,28-10-2024,30-10-2024,50,50,25.5,25,23,0,0,1
O1915,C05,V008,R027,01-10-2024,20-11-2024,30-10-2024,301,361,37,29,50,60,1,0
O1916,C05,V002,R012,18-10-2024,06-11-2024,05-11-2024,50,121,37,18,19,71,1,0
O1917,C05,V011,R009,10-10-2024,02-11-2024,02-11-2024,179,379,37,23,23,200,1,1
O1918,C03,V004,R007,05-11-2024,07-11-2024,10-11-2024,103,138,88,5,2,35,1,1
O1919,C04,V010,R002,01-11-2024,15-11-2024,18-11-2024,192,675,65.2,17,14,483,1,1
O1920,C05,V014,R001,12-10-2024,20-11-2024,19-11-2024,208,750,37,38,39,542,1,0
O1921,C02,V004,R026,18-10-2024,15-11-2024,10-11-2024,50,201,12.75,23,28,151,1,0
O1922,C01,V006,R021,20-10-2024,02-11-2024,23-11-2024,50,253,25.5,34,13,203,1,1
O1923,C01,V008,R022,04-11-2024,15-11-2024,02-11-2024,85,163,25.5,-2,11,78,1,0
O1924,C02,V015,R019,05-10-2024,28-10-2024,28-10-2024,50,50,12.75,23,23,0,0,1
O1925,C03,V003,R004,10-11-2024,20-11-2024,28-10-2024,382,577,88,-13,10,195,1,0
O1926,C03,V003,R022,10-11-2024,20-11-2024,20-11-2024,457,750,88,10,10,293,1,1
O1927,C02,V012,R023,01-10-2024,15-10-2024,16-11-2024,109,308,12.75,46,14,199,1,1
O1928,C05,V010,R012,15-10-2024,28-10-2024,28-10-2024,50,339,37,13,13,289,1,1
O1929,C04,V011,R005,28-10-2024,15-11-2024,10-11-2024,50,309,65.2,13,18,259,1,0
O1930,C05,V013,R011,15-10-2024,16-11-2024,16-11-2024,112,750,37,32,32,638,1,1
